,title,owner,location,create_time,readers_count,likes_count,article_url,hour,recall
157,"AI 助力数据管理 4 倍提效

大家好，我是叶耶耶 Martin，AI 破局俱乐部星球编号 18731，大数据行业搬砖狗一名，正在参加第三期 AI 之心写作营。

我深耕大数据行业，近 10 年大数据行业的工作经验，长期驻扎大数据行业的前沿应用，从三方数据助力金融机构风控营销策略制定优化到助力金融机构数字化转型，从隐私计算助力数据应用安全合规到各地数据交易中心的规划落地，从事过产品、售前、解决方案、培训讲师、数据分析、数据管理，目前在国企数据管理方向的一名搬砖狗。

今年 4 月开始接触 GPT，有幸关注洋哥并加入破局的大家庭，深感 GPT 对各行各业的冲击和重塑，正如洋哥在直播在星球中一次次强调的【GPT 会重塑所有行业的商业模式】，也再一次感受到【科学技术才是第一生产力】。

拥抱时代，赋能工作。GPT  在数据行业也是一步步加深着影响，目前在数据管理的部分工作中已基于 prompt 提效 400% + ，并赋能公司及同事，组建 GPT 内部创业（孵化）小团队。

借第三期 AI 之心写作营的宝贵机会，复盘近期的 AI 学习、应用的经历。全文请移步飞书：<e type=""web"" href=""https%3A%2F%2Fbv36dgpp7iy.feishu.cn%2Fwiki%2FOubJwWXomiy2Khkd4gOce7TdnKg"" title=""https%3A%2F%2Fbv36dgpp7iy.feishu.cn%2Fwiki%2FOubJwWXomiy2Khk..."" />",叶孑凡Martin,上海,2023-08-22T08:22:27.037+0800,2554,44,,8,1
158,30 天头条粉丝破千，阅读破百万,二师兄,河南,2023-08-22T07:52:19.132+0800,2534,58,https://articles.zsxq.com/inline_form/id_eanpbev9kic4.html,7,0
159,AI绘画教程之保姆级服务器部署Stable Diffusion、插件安装、汉化、使用（上）,千与编程,江苏,2023-08-22T07:41:49.760+0800,3049,78,https://articles.zsxq.com/inline_form/id_fihu8z87p1qt.html,7,0
160,AI 公众号：变现 200+ 复盘,鱼欲语渔,江苏,2023-08-22T07:27:37.539+0800,2407,41,https://articles.zsxq.com/inline_form/id_cko8twonm4b4.html,7,0
161,"大家好，我是飞机 FItz 。
飞机我终于从北京飞回家了，在飞机上就立马把前天的收获整理出来。

这一趟真的很值，让我学到了许多在工位上学不到东西。也让我能在现实中遇见了非常优秀的大家们，此刻我真的有种看着“群星闪耀之时”的激动。

为了排版更加美观，我把我的收获写到了飞书《实践，持续实践，人之践则无敌》<e type=""web"" href=""https%3A%2F%2Fsx2dv8uoa1b.feishu.cn%2Fdocx%2FANp4dNhfwodVQgxPElLc8bpEneb%3Ffrom%3Dfrom_copylink"" title=""https%3A%2F%2Fsx2dv8uoa1b.feishu.cn%2Fdocx%2FANp4dNhfwodVQgx..."" />

希望我抛出来的这块“砖”能对大家有所帮助，也希望我在未来的这段时间里好好实践！
AI 破局！开干！",飞机Fitz,上海,2023-08-21T19:27:20.451+0800,2333,38,,19,0
162,Prompt开源：产品需求大师，一句话让AI完成80%的需求文档,Carl邓演,上海,2023-08-21T15:27:07.249+0800,2609,46,https://articles.zsxq.com/inline_form/id_0wekixjdbuaj.html,15,1
163,《运营必备工具大集合 | 黑科技神器 | 花了3年搜集整理的4000G工具箱免费送给圈友们》,乔帮主,浙江,2023-08-21T10:56:31.991+0800,3193,85,https://articles.zsxq.com/inline_form/id_290n8vcrqlhw.html,10,0
164,AI 百家号实践复盘,言午许,广东,2023-08-21T09:17:23.132+0800,2545,36,https://articles.zsxq.com/inline_form/id_xcasxmq1e1ea.html,9,0
165,ChatGPT 辅助编程小白解决具体需求,王显锋,陕西,2023-08-21T06:13:38.536+0800,2548,24,https://articles.zsxq.com/inline_form/id_hcw70p8i9hqb.html,6,0
166,"爆肝近二十个小时，只为让你亲身体验这场视听盛宴！
大家好，我是向北，一个云计算行业的产品经理。
昨天是破局全国线下圈友见面分享会，虽未亲临现场，却从反复观看直播中得到更加深刻的认知，于是熬夜通宵产出这篇分享，期待大家从中可以收获自己想要获取的认知。

因为字数打爆了星球内容分享字数上限，请移步飞书查看详细内容：<e type=""web"" href=""https%3A%2F%2Fk1qzii6fpiw.feishu.cn%2Fdocx%2FOlfNdlEToof4l2xeYiAcynHJnLg%3Ffrom%3Dfrom_copylink"" title=""https%3A%2F%2Fk1qzii6fpiw.feishu.cn%2Fdocx%2FOlfNdlEToof4l2x..."" />
感谢观看，欢迎交流。",向北🌴,浙江,2023-08-20T23:05:12.485+0800,2532,35,,23,0
167,"一个大三学生在星球的 AI 之旅

大家好，我是择舟，一位准大四学生，正在参加第三期 AI 之心写作营，感谢小林老师和志愿者的写作指导。

趁着写作营这个机会捋了捋加入星球这么久的收获，主要包括以下部分：

一、Prompt 的规范化

二、领英的 AI 课程证书以及笔记展示

三、 AI 辅助家教学生完成假期实践作业小赚一笔

由于星球帖子字数限制无法直接发帖，请各位移步飞书阅读 ：<e type=""web"" href=""https%3A%2F%2Fz04v5hnlqbu.feishu.cn%2Fdocx%2FUtY7dxQWUobEX6xBPfzcVmxznBg"" title=""https%3A%2F%2Fz04v5hnlqbu.feishu.cn%2Fdocx%2FUtY7dxQWUobEX6x..."" />


<e type=""hashtag"" hid=""88888184111882"" title=""%23AI%E5%86%99%E4%BD%9C%23"" /> <e type=""hashtag"" hid=""15555841148482"" title=""%23AI%E6%8F%90%E7%A4%BA%E8%AF%8D%23"" />",择舟,广东,2023-08-20T18:52:52.912+0800,2690,38,,18,1
168,AI 破局全国见面会分享总结和心得，内容太干了！,知白,浙江,2023-08-20T17:46:16.525+0800,2464,28,https://articles.zsxq.com/inline_form/id_c0x01j9e8qg1.html,17,0
169,"0819 AI 破局俱乐部2023全国会员见面会 - 萌新的超级个体启蒙感悟

大家好，我是叶耶耶 Martin，AI 破局俱乐部星球编号 18731，大数据行业搬砖狗一名，参加完今日举办的【 AI 破局俱乐部2023全国会员见面会】，一场收获满满的线下见面会。追星成功，热泪盈眶，干劲拉满，继续深耕 2B 的 AI 应用方向，AI 时代，一起破局！

【追星成功】
第一次线下见到洋哥、潘神、小七姐、胡明校长-熊猫同学AI、王晟、伊昔、吴东子、莫总、刘驴、王强等一系列大佬们。
顺利和 prompt 的小伙伴们网友线下见面：sky 陈天 、江小文 AI、耀林、haoyuan、自强不息、赤炀、ewen……
也认识了这么多优秀的AI 大佬、同学们，一同学习、一共成长。

【热泪盈眶】
感谢破局，链接了 AI 行业各个方向的大佬，感谢大佬们的分享，吾等普通人再一次感受到大佬们的眼界、布局、执行力和行动后的成果分析分享，如此无私利他、干货满满的分享。

【干劲拉满】
参会、交流，指明了未来的方向。参考超级个体定义，基于现有的专业技能点【大数据行业】，继续深耕 2B 的AI应用方向的同时，打造个人 IP 影响力。

AI 时代，一起破局！全文请移步飞书：<e type=""web"" href=""https%3A%2F%2Fbv36dgpp7iy.feishu.cn%2Fwiki%2FMlbOwxTJDiaAGFkXk99c6wlMnyd"" title=""https%3A%2F%2Fbv36dgpp7iy.feishu.cn%2Fwiki%2FMlbOwxTJDiaAGFk..."" />",叶孑凡Martin,上海,2023-08-20T04:09:33.174+0800,2570,52,,4,1
170,AI破局峰会感悟,鹤涵,北京,2023-08-20T02:59:27.962+0800,2593,45,https://articles.zsxq.com/inline_form/id_7r87elqzvcba.html,2,0
171,"AI 学习心得暨志愿者复盘

正在参加第三期 AI 之心写作营，感谢闫小林老师的写作指导。

我是华欣磊，一名准大三的学生，加入星球正好三个月，百家号阅读量 10 万+，先后成为了航海志愿者，打卡活动志愿者。
接下来就跟大家聊聊我在星球三个月的 AI 之旅。

最初我还是洋哥公众号的一位读者，直到看到洋哥推荐的星球。当时只是抱着试试看的心态，没想到命运的齿轮开始转动...<e type=""web"" href=""https%3A%2F%2Fywvmu8nv8qk.feishu.cn%2Fdocx%2FRfWvd92Zbop7jexg15IcRgYpnCh%3Ffrom%3Dfrom_copylink"" title=""https%3A%2F%2Fywvmu8nv8qk.feishu.cn%2Fdocx%2FRfWvd92Zbop7jex..."" />",华欣磊,湖北,2023-08-19T17:32:59.161+0800,1991,21,,17,0
172,【提示词短课】第一课：ChatGPT提示词编写的6个基础技巧,LongTalk宇龙,北京,2023-08-18T17:02:30.473+0800,2115,26,https://articles.zsxq.com/inline_form/id_382hx7fcjjf2.html,17,1
173,3 分钟学会向 AI 提问,天神下凡,江苏,2023-08-18T14:31:58.077+0800,2565,45,https://articles.zsxq.com/inline_form/id_fj0bhvci7mmz.html,14,0
174,结构化 Prompt ：ChatGPT 辅助编程实操,佛大师兄,广东,2023-08-18T13:47:48.029+0800,2689,46,https://articles.zsxq.com/inline_form/id_m8zw59ejz0bd.html,13,1
175,大龄 IT 男如何用 AI 规划未来发展,江工陪您学AI,广东,2023-08-18T10:59:47.009+0800,2594,54,https://articles.zsxq.com/inline_form/id_4f8kednw5mg1.html,10,0
176,"赛博机车变现 1000+ 复盘

正在参加第三期 AI 之心写作营，感谢闫小林老师耐心的写作指导。

嗨，大家好，我是罗根， AI 之心获得者。

最近不器老师跟我说道，好久没见我在星球里输出了，要帮我好好看看。本来觉得上一篇文章把我所知道的都写了，小肚子已经倒不出墨水了，但在不器老师的鼓励下，开始了本文的创作，算是对自己的过去 60 天的一个复盘。

恰好赶上了小林老师的训练营，于是我不再犹豫，花了 2 天时间，肝了这篇文章，囊括了我这 60 天来的各种经验，我有自信，看完你绝对会有所收获

因文章包含图片较多，为了更好的阅读体验，还请各位移步飞书:<e type=""web"" href=""https%3A%2F%2Fd11duhseq7p.feishu.cn%2Fdocx%2FOzxhdFD0EoVvUhxbqCYcek62nYf"" title=""https%3A%2F%2Fd11duhseq7p.feishu.cn%2Fdocx%2FOzxhdFD0EoVvUhx..."" />",罗根,广东,2023-08-18T10:49:42.540+0800,2742,36,,10,0
177,AI 百家号实战：40 万阅读，变现近千元,人生,湖南,2023-08-17T11:30:05.868+0800,2492,41,https://articles.zsxq.com/inline_form/id_dlfz204q2l2c.html,11,0
178,AI绘画入门笔记，你值得拥有,继续努力,广东,2023-08-17T09:50:06.396+0800,2694,38,https://articles.zsxq.com/inline_form/id_a3p9i94wbwp1.html,9,0
179,AI 数字人变现 800复盘,🔥鲁多福,云南,2023-08-17T09:40:55.709+0800,2741,56,https://articles.zsxq.com/inline_form/id_5ux2rdskp3ep.html,9,0
180,《每天稳定新增150+好友，用技术让私域流量实现主动引流》,乔帮主,浙江,2023-08-16T18:19:31.054+0800,3128,68,https://articles.zsxq.com/inline_form/id_x9tmezpvvzgs.html,18,0
181,价值长板和稀缺性要靠自己去建立,丙丙,上海,2023-08-16T17:03:48.796+0800,2696,52,https://articles.zsxq.com/inline_form/id_hbw9uctjxu5f.html,17,0
182,如何让 AI 助你成为读书高手,Syang,浙江,2023-08-16T10:28:12.532+0800,2515,71,https://articles.zsxq.com/inline_form/id_1z6ld3gh59zq.html,10,0
183,《问一问》 周涨粉 500，曝光 10w+，文章赞赏变现 ：全方位拆解复盘,卡尔,山东,2023-08-16T03:43:10.724+0800,2584,54,https://articles.zsxq.com/inline_form/id_hzxbtw1367qk.html,3,0
184,"面向 ChatGPT 编程-可视化分析模型的探索
大规模语言模型 (LLM) 拥有大量的数据来源，能针对用户提出的问题提供不同形式的回答，但其回答形式仅限于“文本”。尽管文本内容清晰，但在包含复杂逻辑或需要向外展示的场景下，文本表达存在局限性。可以想象，将“文本” 转换为“可视化” 分析模型甚至 UI 界面将具有更出色的效果。本文将汇总关于这种场景的探索和实现思路。

效果展示
AI 可视化分析模型是结合了 LLM 的能力，依据用户的需求生成互动式、直观且适用于交互设计师、视觉设计师和产品设计师的常用模型，如用户旅程地图、用户画像等。同时，也满足产品经理所需的商业画布、SWOT 分析等常用分析模型只需要利用 LLM 输出的结构化文本，再进行设计稿的文本替换。按照这个思路可以分以下几步来做：

单个模型的设计稿数据
定义该模型的 LLM 文本输出的数据结构
组合 LLM 文本数据结构和设计稿数据，生产出设计稿数据
编写解析器解析设计稿数据插入图形编辑器
提示词开发
上文说到整个需求会存在跟 LLM 的两次对话，跟 LLM 相关的对话 Prompt 调试是必不可少的一部分。 在 AIGC 时代，成为 Prompt 工程师似乎是无法避免的宿命。

模型推荐
模型推荐这一块相对来说比较简单，Prompt 如下：

我想让你做一个模版推荐，我会把你精通的模版都告诉你，请你根据我输入的问题给我推荐适合的模版。你现在精通：用户旅程地图、用户画像、精益画布、用户故事、SWOT分析、干系人地图。推荐模板要求：1.如果问题内含有模板相关的词汇，请优先推荐对应模板。2.如果没有适合的模板，请回复：暂无适合的模板。3.推荐模板最多5个，最少1个，按推荐优先级排序。注意：只要推荐模板名称，不要回答问题，也不要对模板进行解释。
只需要对 LLM 输出的文本用正则提取即可。

export const getRecommends = (txt) => {
  return txt.match(/(用户旅程地图|用户画像|精益画布|用户故事|SWOT分析|干系人地图)/g);
};
模型的结构化文本只要告诉 LLM 一个固定的 JSON 输出格式。则在对话可以生成定义好的 JSON 数据格式，只需要通过正则提取出该 JSON 即可。

export const parseGptJson = (txt) => {
  const data = txt.match(/'([^']*)'/g); // 提取json字符串片段
  const res = JSON.parse(txt);
}
但在开发过程中也发现了如下几点问题：

虽然可以生成结构化数据，但整体生成的结果内容仍然有些“泛”，数据的质量不高，对用户参考价值不大。
LLM 输出的数据不够稳定，通过正则提取加 JSON.parse 的方式错误率很高。
LLM 输出完整数据的时间长，需要很长的等待时间，会造成用户的等待焦虑。提示词增强
在探索过程中，对提示词进行了多次调整，始终无法生成稳定，高质量的内容。以精益画布的提示词：

你现在是一个创业专家，能够熟练的使用精益画布，精益画布分成：1.问题&用户痛点。2.用户细分。3.独特卖点。4.解决方案。5.渠道。6.关键指标。7.竞争壁垒。8.成本结构。9.收入分析。现在有用户向你询问如何进行创业，你需要用精益画布的方式分点（不少于4个点）给出解答，解答内容务必非常详细。固定回答格式如下：xxx
为提高稳定性，做了以下措施：

加了各种定语如：尽可能详细、每个点不少于 4 个等限制条件。
增加示例数据：从 LLM 的原理上来看，它的模式是通过推理来生成回答。那我们可以直接告诉它你理想的数据例子，提高其推理效率。通过 Figma Api Live 可以拿到最小母版的设计稿数据
模型关联的 schema.json 按每个模型的特点进行定制
模型提示词由不同的模型特性决定
示例数据用于增强提示词
设计稿数据组装
输出数据结构定义通过归纳分析各个模型，可以总结出模型设计稿存在大量的共性，设计稿内可以分为以下三种模块：

固定输出模块
如表头，标题，分割线。用于定义用户不会修改的模块，这类模块不需要做文本替换。

表格型模块
如用户旅程地图中的每个阶段，这种类表格需要通过以 schema.json 来做内容的数据描述。

""ths"": [""阶段一"",""阶段二""],
""data"": {
  ""阶段一"": {
    ""栏目一"": [""内容"", ""内容""],
    ""栏目二"": [""内容"", ""内容""]
  },
  ""阶段二"": {
    ""栏目一"": [""内容"", ""内容""],
    ""栏目二"": [""内容"", ""内容""]
  }
}
分块型模块最初的设计是将文本展示给用户，这种方式是当前主流的 LLM 对话式应用的交互形式。实现这种方式只需要将 LLM 流式输出的文本展示出来即可。然而，这种方式的缺点也非常明显，画布中并没有实质性的图形渲染，且用户无法通过对话进行互动。因此，以文本作为主要的用户交互方式体验是不完整和不够理想的，不是最佳的解决方案。渐进式渲染
那能不能像打字机效果一样，在流式数据传输过程中，一边生成一遍是渲染内容呢？

难点在于在组装模版和渲染过程中，我们是拿到标准化的数据结构再一次性插入画布。而在流式数据传输过程中返回的数据，只是整个最终结构化数据的某一个片段。如下所示：

// 最终的json数据
const data = '你好，以下是头脑风暴/n {""data"":{""用户获取"":[""1"",""2"",""3"",""4"",""5""],""用户活跃"":[""1"",""2"",""3"",""4"",""5""],""用户留存"":[""1"",""2"",""3"",""4"",""5""],""获得收益"":[""1"",""2"",""3"",""4"",""5""],""推荐传播"":[""1"",""2"",""3"",""4"",""5""]}}'

// 流式传输过程中数据示例1
const process1 = '你好，以下是头脑风暴/n {""data"":{""用户获取"":[""1"",""2"",""3"",""4"",""5""],""用户活跃"":[""1"",""2"",""3"",""4"",""5""],""用户留存"":[""1"",""2"",""3"",""4"",""5""],""获得收益"":[""1"",""2"",""3"",""4'

// 流式传输过程中数据示例2
const process2 = '你好，以下是头脑风暴/n {""data"":{""用户获取"":[""1"",""2"",""3"",""4"",""5""],""用户活跃"":[""1"",""2"",""3"",""4"",""5""],""用户留存"":[""1"",""2"",""3"",""4"",""5""],""获得收益"":[,'
如上面的数据示例所示，在流式传输过程中，需要把 process1 和 process 的数据转为下面的标准化 JSON 数据:

// 过程中数据示例1
const process1Filling = '{""data"":{""用户获取"":[""1"",""2"",""3"",""4"",""5""],""用户活跃"":[""1"",""2"",""3"",""4"",""5""],""用户留存"":[""1"",""2"",""3"",""4"",""5""],""获得收益"":[""1"",""2"",""3"",""4""]}}'

const process2Filling = '{""data"":{""用户获取"":[""1"",""2"",""3"",""4"",""5""],""用户活跃"":[""1"",""2"",""3"",""4"",""5""],""用户留存"":[""1"",""2"",""3"",""4"",""5""]}}'
前文提到了通过正则提取加 JSON.parse 的方式错误率很高。要实现上面的提取和补全，我们需要把 LLM 返回的内容提取和补全成标准的 JSON 数据，实现 JSON 数据提取的可控。然后在流式输出过程中写一个定时器，每隔一段时间走设计稿组装+渲染流程即可。JSON 提取与补全算法


上图展示了整个算法的运行流程，其核心是实现一个有限状态自动机，通过逐个解析字符串并进行拼装和补充从而生成标准化的 JSON 数据格式。总结
在本文中，我们详细总结了实现 AI 可视化分析模型的过程中所需进行的功能拆解和实现思路。在此基础上，还分享了在利用 LLM 生成结构化数据时所遇到的问题及其相应解决方案。我们相信这些经验总结能够为在此领域工作的同行提供有价值的帮助，帮助大家更好地理解和掌握这些技术。同时，这些经验也能为后续的研究工作提供有益参考。我们希望这些总结能够为读者提供一个清晰详尽的指导和实践思路。## 面向 ChatGPT 编程-可视化分析模型的探索大规模语言模型 (LLM) 拥有大量的数据来源，能针对用户提出的问题提供不同形式的回答，但其回答形式仅限于“文本”。尽管文本内容清晰，但在包含复杂逻辑或需要向外展示的场景下，文本表达存在局限性。可以想象，将“文本” 转换为“可视化” 分析模型甚至 UI 界面将具有更出色的效果。本文将汇总关于这种场景的探索和实现思路。效果展示
AI 可视化分析模型是结合了 LLM 的能力，依据用户的需求生成互动式、直观且适用于交互设计师、视觉设计师和产品设计师的常用模型，如用户旅程地图、用户画像等。同时，也满足产品经理所需的商业画布、SWOT 分析等常用分析模型。功能分析与拆解
实现思路
站在用户的角度来看这个需求由以下几个阶段组成：从上面的流程可以看出，整个过程需要与 LLM 产生两次对话：

第一次调用进行模版筛选，对于 LLM 来说是非常简单的，只需要写好简单的 Prompt 即可。
第二次调用为生产模版数据，也就是最关键的一步。那这个模版数据怎么生产呢？
理想的 AI理想中的 AI 当然是编写提示词通过 LLM 直接输出设计稿数据，再通过图形数据解析器在图形编辑器中创建出设计稿。按这个思路可以分以下几步来做：

了解设计稿数据格式
让 LLM 学习设计稿数据
针对每个模型编写 Prompt 让 LLM 生产出设计稿数据
通过图形数据解析器解析设计稿数据插入图形编辑器中
了解设计稿数据格式选定 Figma 作为图形编辑器。所以要了解 Figma 设计稿的数据结构。我们可以从在这个网站 Figma Api Live 中获取到 Figma 设计稿的源数据。可以看到一个设计稿的数据是非常复杂的。包含：层级关系，坐标，矩阵，填充，文字，边框等等。这样一个简单的画板设计稿数据足有 6.8k。由于 LLM 存在最大返回 Token 限制。所以这个思路从第一步就证明是行不通的。

现实中的 AI只需要利用 LLM 输出的结构化文本，再进行设计稿的文本替换。按照这个思路可以分以下几步来做：

单个模型的设计稿数据
定义该模型的 LLM 文本输出的数据结构
组合 LLM 文本数据结构和设计稿数据，生产出设计稿数据
编写解析器解析设计稿数据插入图形编辑器
提示词开发
上文说到整个需求会存在跟 LLM 的两次对话，跟 LLM 相关的对话 Prompt 调试是必不可少的一部分。 在 AIGC 时代，成为 Prompt 工程师似乎是无法避免的宿命。

模型推荐
模型推荐这一块相对来说比较简单，Prompt 如下：

我想让你做一个模版推荐，我会把你精通的模版都告诉你，请你根据我输入的问题给我推荐适合的模版。你现在精通：用户旅程地图、用户画像、精益画布、用户故事、SWOT分析、干系人地图。推荐模板要求：1.如果问题内含有模板相关的词汇，请优先推荐对应模板。2.如果没有适合的模板，请回复：暂无适合的模板。3.推荐模板最多5个，最少1个，按推荐优先级排序。注意：只要推荐模板名称，不要回答问题，也不要对模板进行解释。
只需要对 LLM 输出的文本用正则提取即可。

export const getRecommends = (txt) => {
  return txt.match(/(用户旅程地图|用户画像|精益画布|用户故事|SWOT分析|干系人地图)/g);
};但在开发过程中也发现了如下几点问题：

虽然可以生成结构化数据，但整体生成的结果内容仍然有些“泛”，数据的质量不高，对用户参考价值不大。
LLM 输出的数据不够稳定，通过正则提取加 JSON.parse 的方式错误率很高。
LLM 输出完整数据的时间长，需要很长的等待时间，会造成用户的等待焦虑。
提示词增强
在探索过程中，对提示词进行了多次调整，始终无法生成稳定，高质量的内容。以精益画布的提示词：

你现在是一个创业专家，能够熟练的使用精益画布，精益画布分成：1.问题&用户痛点。2.用户细分。3.独特卖点。4.解决方案。5.渠道。6.关键指标。7.竞争壁垒。8.成本结构。9.收入分析。现在有用户向你询问如何进行创业，你需要用精益画布的方式分点（不少于4个点）给出解答，解答内容务必非常详细。固定回答格式如下：xxx
为提高稳定性，做了以下措施：

加了各种定语如：尽可能详细、每个点不少于 4 个等限制条件。
增加示例数据：从 LLM 的原理上来看，它的模式是通过推理来生成回答。那我们可以直接告诉它你理想的数据例子，提高其推理效率设计稿拆解
设计稿最小母版以用户旅程地图为例，对设计稿进行拆解，缩减内容则可以得出一个最小的设计稿母版。通过这个最小模板再组合 LLM 输出的数据可以输出最终的设计稿。整个模型由以下几大类组成：

列的头部（固定内容）
旅程模块：旅程一，旅程二，旅程三（表格）
名称，用户目标与期望
模型的预定义数据
结合上文，我们可以归纳出一个模型需要做以下的数据准备：通过 Figma Api Live 可以拿到最小母版的设计稿数据
模型关联的 schema.json 按每个模型的特点进行定制
模型提示词由不同的模型特性决定
示例数据用于增强提示词
设计稿数据组装输出数据结构定义通过归纳分析各个模型，可以总结出模型设计稿存在大量的共性，设计稿内可以分为以下三种模块：

固定输出模块
如表头，标题，分割线。用于定义用户不会修改的模块，这类模块不需要做文本替换。

表格型模块
如用户旅程地图中的每个阶段，这种类表格需要通过以 schema.json 来做内容的数据描述。

""ths"": [""阶段一"",""阶段二""],
""data"": {
  ""阶段一"": {
    ""栏目一"": [""内容"", ""内容""],
    ""栏目二"": [""内容"", ""内容""]
  },
  ""阶段二"": {
    ""栏目一"": [""内容"", ""内容""],
    ""栏目二"": [""内容"", ""内容""]
  }
}如 SWOTA 分析，该模型的每一个区块都固定的，只需要进行文本内容块的处理即可。则其 schema.json 如下：

""data"": {
  ""优势"": [""xx"",""xx""],
  ""劣势"": [""xx"",""xx""],
  ""机会"": [""xx"",""xx""],
  ""威胁"": [""xx"",""xx""],
  ""通过优势利用机会的策略"": [""xx"",""xx""],
  ""利用优势防止威胁的策略"": [""xx"",""xx""],
  ""通过机会最小化弱点的策略"": [""xx"",""xx""],
  ""将其潜在威胁最小化的策略"": [""xx"",""xx""]
}
设计稿数据生产下一步就是针对各个模型进行设计稿的数据生产了，上图可以是设计稿中的画板列表，会按这个画板结构与数据建立索引关系。以用户旅程地图为例，其 schema.json 如下

""schema"": {
    ""user"": {
      ""用户信息"": ""x"",
      ""用户目标与期望"": ""x""
    },
    ""ths"": [""旅程一""],
    ""data"": {
      ""旅程一"": {
        ""用户行为"": [""1""],
        ""服务触点"": [""1""],
        ""用户预期"": [""1""],
        ""情绪曲线"": ""中"",
        ""用户痛点"": [""1""],
        ""机会点"": [""1""]
      }
    }
  },要根据 schema.json 生产出设计稿需要做以下几件事情：

设计稿建立图层 名称与 scheme.json 中 key 的索引关系
固定模块直接从设计稿母板数据中输出对应的数据即可
名称和用户目标与期望找到索引并替换文本
根据旅程创建出对应的旅程模块。以母版中的旅程一为基准，拷贝后，进行位置偏移，并计算出最外层的宽度。
每一列根据返回文本数量，如旅程一中的用户行为里有 4 个文本。则创建出四个便签。并处理好每一个便签的位置关系即可。
组装器需要针对每一个模版编写组装逻辑。但逻辑大部分是通用的，如在后续增加模版，此处的开发成本很低。

Figma 数据解析，核心流程如下：

输入设计稿数据
节点树深度优先遍历
节点类型判断并创建节点
节点属性设置：位置，尺寸，填充，边框等
Figma 提供的图形创建能力可以 <e type=""web"" href=""https%3A%2F%2Fwww.figma.com%2Fplugin-docs%2Fapi%2Fapi-reference%2F"" title=""API+Reference+%7C+Plugin+API"" />文档中了解。

解决用户等待焦虑
跟传统的 webAPI 不同，LLM 接口完整数据的响应时长根据数据量大小决定，本应用会输出大量文本，模型需要 40-60 秒的时间完成所有数据响应，因此会造成用户等待时间焦虑。

对话式交互最初的设计是将文本展示给用户，这种方式是当前主流的 LLM 对话式应用的交互形式。实现这种方式只需要将 LLM 流式输出的文本展示出来即可。然而，这种方式的缺点也非常明显，画布中并没有实质性的图形渲染，且用户无法通过对话进行互动。因此，以文本作为主要的用户交互方式体验是不完整和不够理想的，不是最佳的解决方案。

渐进式渲染
那能不能像打字机效果一样，在流式数据传输过程中，一边生成一遍是渲染内容呢？

难点在于在组装模版和渲染过程中，我们是拿到标准化的数据结构再一次性插入画布。而在流式数据传输过程中返回的数据，只是整个最终结构化数据的某一个片段。如下所示：

// 最终的json数据
const data = '你好，以下是头脑风暴/n {""data"":{""用户获取"":[""1"",""2"",""3"",""4"",""5""],""用户活跃"":[""1"",""2"",""3"",""4"",""5""],""用户留存"":[""1"",""2"",""3"",""4"",""5""],""获得收益"":[""1"",""2"",""3"",""4"",""5""],""推荐传播"":[""1"",""2"",""3"",""4"",""5""]}}'

// 流式传输过程中数据示例1
const process1 = '你好，以下是头脑风暴/n {""data"":{""用户获取"":[""1"",""2"",""3"",""4"",""5""],""用户活跃"":[""1"",""2"",""3"",""4"",""5""],""用户留存"":[""1"",""2"",""3"",""4"",""5""],""获得收益"":[""1"",""2"",""3"",""4'

// 流式传输过程中数据示例2
const process2 = '你好，以下是头脑风暴/n {""data"":{""用户获取"":[""1"",""2"",""3"",""4"",""5""],""用户活跃"":[""1"",""2"",""3"",""4"",""5""],""用户留存"":[""1"",""2"",""3"",""4"",""5""],""获得收益"":[,'
如上面的数据示例所示，在流式传输过程中，需要把 process1 和 process 的数据转为下面的标准化 JSON 数据:

// 过程中数据示例1
const process1Filling = '{""data"":{""用户获取"":[""1"",""2"",""3"",""4"",""5""],""用户活跃"":[""1"",""2"",""3"",""4"",""5""],""用户留存"":[""1"",""2"",""3"",""4"",""5""],""获得收益"":[""1"",""2"",""3"",""4""]}}'

const process2Filling = '{""data"":{""用户获取"":[""1"",""2"",""3"",""4"",""5""],""用户活跃"":[""1"",""2"",""3"",""4"",""5""],""用户留存"":[""1"",""2"",""3"",""4"",""5""]}}'
前文提到了通过正则提取加 JSON.parse 的方式错误率很高。要实现上面的提取和补全，我们需要把 LLM 返回的内容提取和补全成标准的 JSON 数据，实现 JSON 数据提取的可控。然后在流式输出过程中写一个定时器，每隔一段时间走设计稿组装+渲染流程即可。

如下图所示，将整个渲染过程简化为五帧：JSON 提取与补全算法
总结
在本文中，我们详细总结了实现 AI 可视化分析模型的过程中所需进行的功能拆解和实现思路。在此基础上，还分享了在利用 LLM 生成结构化数据时所遇到的问题及其相应解决方案。我们相信这些经验总结能够为在此领域工作的同行提供有价值的帮助，帮助大家更好地理解和掌握这些技术。同时，这些经验也能为后续的研究工作提供有益参考。我们希望这些总结能够为读者提供一个清晰详尽的指导和实践思路。",🎠🤟晨夕（卜凡明）,辽宁,2023-08-15T23:38:46.596+0800,2715,31,,23,1
185,AI绘画之为艺术而生的算法，助力前端开发UI界面与PPT背景图片制作！,千与编程,江苏,2023-08-15T23:02:22.413+0800,3180,70,https://articles.zsxq.com/inline_form/id_ig7z033ni174.html,23,0
